Word,Skewness,Kurtosis,Reg_Slope,Reg_Error,KMeans_Cluster
complete,0.10937561297244827,0.0094604676549845442,0.14532515430698587,0.33349249174940399,0
connecticut,0.18739300562569339,0.031901589285759799,0.24178120311251855,0.42013201122110766,0
construction,0.082351763504482686,0.009543458818768084,0.55940818862456254,0.66014547735269713,2
contributions,0.10954748661160683,0.012912513526746501,0.48552436074674216,0.75979457931677796,2
convention,0.13727408273568703,0.017054000117280831,0.21857737787578416,0.40976026138896304,0
cookbook,0.14511899345108695,0.012943488392812721,0.78698784227384,0.60287824355780784,3
cooperation,0.26901647336603834,0.073450407252285702,0.60385718807846367,0.37081854984982954,0
court,0.090079851404981912,0.0066768481862109512,0.10660376950179851,0.25847763799804363,0
credit,0.10714943281239847,0.011069660015440349,0.60379001966585377,0.74953926859233277,2
dance,0.10293754866005968,0.0079922847060359646,0.74060432263949105,0.63514355040207104,3
de,0.15152724263369505,0.03563322790566207,0.36521914784560511,0.29550636739907699,0
development,0.10112258572052028,0.005029645429035127,0.90607149667722497,0.4623846004903035,3
diary,0.18155156419763366,0.030353865585250755,0.29659912498664404,0.39561328660301787,0
disorders,0.11148501438344477,0.013610679778524235,0.55709198625166834,0.62500203411613786,2
dream,0.11968867849295031,0.018390285370774462,0.47244178409012588,0.59114822764434183,2
drugs,0.14042433997089868,0.024402101258000936,0.64513003074891762,0.353004320245485,3
early,0.021555280210268767,0.0076917560542201441,0.63819363073183999,0.52469733154991927,3
educational,0.091984947078404752,0.0065100120523086226,0.74268254382649801,0.67124672245695083,3
effect,0.1298676180873849,0.018736937157181416,0.43711066322092157,0.55477525077458878,2
egypt,0.18419495750467851,0.043551665513471706,0.40761842057987474,0.37420605176087585,0
election,0.19135037207654984,0.034802833568738596,0.2749932711575116,0.37112144585691242,0
end,0.12022581228779483,0.021452631029872819,0.53203836983690744,0.55134139232153079,2
engineering,0.057483836775924571,0.0032317190509849564,0.83026175911923339,0.66821796640931386,3
enterprise,0.093287262556769127,0.0089881766494973401,0.65738542427355673,0.58499076030028641,3
environment,0.15500734344728112,0.015517107253478933,0.79084349712855007,0.55149362158195547,3
esq,0.15133084626959667,0.016454045050504837,0.16531524926904836,0.31744438332214037,0
every,0.1633639340844589,0.023889169799003528,0.21316996378311912,0.3502571555555351,0
evolution,0.067805075918470945,0.004646069629033538,0.71228163894872021,0.60718346046429572,3
exercises,0.11566335901803432,0.015560974193545119,0.20912906370645204,0.25784747037905159,0
facilities,0.17661880320812867,0.022930711045364885,0.67029271339582941,0.75218173137537037,3
fields,0.16649025784616522,0.037356811560763058,0.51030305413998733,0.46934821916411074,2
force,0.11711211682541189,0.01915210312256848,0.44284419718047208,0.54871134207645611,2
functions,0.10047818843343224,0.0087680134299613112,0.65512142633503334,0.74396248115220764,3
gender,0.23144440614326028,0.038829688767831043,0.69224357550923987,0.67496089887300537,3
germany,0.21468395071930654,0.057793009169885723,0.52226389513135218,0.34146256329935376,0
golden,0.13989044700955192,0.027830961164694412,0.47484271538305883,0.45973150513336525,2
government,0.11318993994926076,0.013924417169485642,0.4146621801071198,0.69191156528553577,2
green,0.20709011411846379,0.065335839218242903,0.45524836986150818,0.32266674372593579,0
hall,0.12771301917851854,0.01487260282077483,0.22238113494985112,0.42088599371856633,0
hampshire,0.24292536110697105,0.055260886596778414,0.27715665289448133,0.30429659325990605,0
hill,0.39964403824702016,0.22779113032582887,0.4115063644677367,0.11862401130708058,0
image,0.1184189211330829,0.0066950816020785973,0.86542909160089887,0.75599796496821425,3
income,0.13757384604194717,0.014019186497986407,0.67805341369896499,0.67124798359700755,3
industrial,0.10196863351463491,0.010660068175547941,0.66145040477750361,0.5231795575373448,3
investigations,0.10103389401940661,0.0084521808234635145,0.69047634525142898,0.73822188095508101,3
italy,0.16553748875402452,0.033750833201823545,0.36761396637768978,0.45976917808241641,0
japanese,0.093736755664882251,0.010522380554083114,0.68526083412923333,0.54891983512310982,3
judicial,0.12622733831778415,0.019609088553143098,0.39588396584440011,0.52378658321527893,2
k,0.41819680844286999,0.24790776467237799,0.43396847466937627,0.13406656076843429,0
kingdom,0.18529819846164544,0.032052293187389731,0.40580294099788794,0.57558029705673175,2
landscape,0.069730898663123653,0.0039386107391384999,0.75516009223682834,0.62376619351921692,3
languages,0.11198116177920139,0.017612602739030453,0.41873520911527495,0.62125479708750231,2
large,0.17588638424682076,0.037771886916384854,0.37600001860661902,0.42335876443439391,0
laws,0.096245957526695874,0.011778871371407668,0.14360658587048469,0.20567070999167295,0
legacy,0.16796591947101042,0.033117726359462384,0.47057032805827781,0.47497090569343464,0
lessons,0.075238949890531273,0.00282816322011273,0.12634024433995222,0.60960539617467624,2
library,0.072131701659705449,0.0067185094740760771,0.18394612337686436,0.40316612490125436,0
literature,0.027274723938587285,0.0075225029638006881,0.5965871411531819,0.58299084591482175,3
living,0.06334952508386163,0.0060178854331433048,0.70294278413886557,0.53377392744217578,3
local,0.080096123632501987,0.0063893536483004216,0.73266463871566756,0.41831663974643635,3
march,0.13948878494175407,0.019272433506758446,0.19912657743126755,0.29513611715292393,0
matter,0.13985352258686837,0.021517239480398402,0.49506770734415101,0.62685559695053006,2
medieval,0.10969285545467258,0.0065414936463469237,0.90452921614234194,0.41710616292063263,3
meeting,0.15707669459222753,0.019144283257619424,0.15957935691230454,0.35368516164051211,0
memory,0.1364412424056051,0.027599686691136625,0.36228703292476211,0.36323732872367948,0
mental,0.13258730197352822,0.032490885201004481,0.4924137479870353,0.37910391604657961,0
method,0.084162457269007382,0.011394296562734959,0.27056046600942879,0.40531752624199863,0
missouri,0.27436916443140985,0.10180081075381389,0.38230102842759628,0.22858314689299358,0
moon,0.33546624804559816,0.14823402444594913,0.49524981468841001,0.26723338337325642,0
moral,0.14027168350380076,0.015241695675583701,0.17421876423043334,0.39133279005571453,0
organic,0.063281846865537048,0.0078177770445410355,0.5695922210906833,0.74960959271692507,2
original,0.13216638474212594,0.014495040501878765,0.14490193497739867,0.38070036777595334,0
paris,0.22355973301417295,0.056598162916748282,0.36252955883299215,0.35778189522401216,0
parliament,0.18244991271956909,0.025574936877053072,0.20780667638578984,0.52489710030913905,0
period,0.093049287422985488,0.015317162739484452,0.45852017679503604,0.59040986580367949,2
philosophy,0.13204289711219777,0.018459235885408643,0.35143446124591771,0.46931576036878986,0
plan,0.11086899891533157,0.0099025629092336538,0.49519560952386488,0.89277704689386472,2
plant,0.067021046328916742,0.0030445466514472932,0.75926465632558326,0.60661084324087844,3
politics,0.12364229565881939,0.0072192680202684016,0.85718586167973088,0.54935098910399072,3
pre,0.083341051110423253,0.0049250208573992788,0.72249555978490754,0.69853741842778294,3
present,0.14346444840622943,0.018050556925969682,0.17429950491501287,0.20494217977027149,0
press,0.19093909695800268,0.07026854648902453,0.51294603623000545,0.25290701475491928,0
prince,0.18600407344272196,0.045620893988375537,0.31024577235486706,0.21161019004722112,0
private,0.14091154967404601,0.023559090582162396,0.347115643351809,0.48296866586289883,0
procedure,0.10871712334464687,0.0099741015339966325,0.60009551028955033,0.76317972320092231,2
production,0.12281814618140859,0.016415602964183443,0.64725811643371123,0.55679924269899295,3
protection,0.10519140985779347,0.017003514974065513,0.58468119791929818,0.54329688493955608,3
psychology,0.086256154144637817,0.0076385653137073508,0.70395716071918901,0.51769459981308508,3
public,0.1148894181359706,0.019093390146118938,0.35912693383741656,0.41054257546745487,0
quantum,0.13592614478348811,0.010077547185505499,0.84242888391207793,0.62359274044200674,3
race,0.047440809628642708,0.0040858571317097074,0.65724347533470207,0.79431306447657624,3
radio,0.19550901022446032,0.035288192822531157,0.61204675315949264,0.55312003836504509,3
record,0.10800181393326486,0.011065805080428207,0.41091185166948835,0.70075427125788203,2
reference,0.063737637023641838,0.010105032139555135,0.48615046016085917,0.68566433642985647,2
related,0.091490310485770082,0.003759135275538482,0.85641160259820992,0.49746245852817106,3
relief,0.19567610979643071,0.04025406968464805,0.30208694523676777,0.3467241619436251,0
religion,0.1469785189572454,0.023653022287636005,0.26579720290426018,0.33516286590163158,0
religious,0.14937042436589412,0.018623869107216785,0.20618426737868617,0.27034083186127866,0
remarks,0.14414661908134815,0.013807468374046242,0.1199936493728303,0.49265594417822123,0
response,0.11857417749866667,0.0073768374430403577,0.84967602176514756,0.79929506842466835,3
rev,0.11756381956582249,0.0082388070102774619,0.066313778438094106,0.34476153335361776,0
revolution,0.097036429203275071,0.012772311905005202,0.54840809081102782,0.61808764494871116,2
rise,0.14778288337363957,0.022193873589403126,0.31452399609085369,0.52460856935217559,2
russian,0.11244876902025081,0.015402381806877209,0.64647418115931798,0.48813663873207447,3
scientific,0.070220709457151823,0.0096933418816424234,0.55023166272049573,0.66919107728567651,2
settlement,0.15920626349597403,0.026550431889578216,0.31768055786857791,0.46885548695169527,0
smith,0.15926043999033604,0.022205858769809888,0.21331011387047405,0.40873171807088204,0
spirit,0.12262305239719799,0.016020867375133464,0.2922219569884551,0.46831584974652124,0
st,0.075672416775815057,0.0072071172641215518,0.17144214732654928,0.26145823203217505,0
statistical,0.17753197669526172,0.045315419122890804,0.43565737785652897,0.36996758189461787,0
statutes,0.10032688045575366,0.010537954211749639,0.27334401481245235,0.60807439283880504,2
steel,0.2682853720497852,0.10555019378593292,0.52563134478820328,0.23499066281446174,0
stories,0.12197368249524088,0.022122780819474372,0.52308520002117764,0.53532501221105921,2
strategies,0.16210343896475554,0.015520490444350148,0.79629557552812846,0.69758918512954415,3
structure,0.12173704767464957,0.010113211124470561,0.73820885283211424,0.75134458022213935,3
student,0.12587175500411538,0.019925747151864851,0.47701758629016722,0.5882472306960238,2
supplement,0.17046089725731589,0.036617930567269835,0.30904335255955334,0.32425898380362278,0
tax,0.12140257123205045,0.011118584095260158,0.64097837535575586,0.80158958742527908,2
teachers,0.096898411761547995,0.010221620620805363,0.57087875209727657,0.64947936772036174,2
treatise,0.085091300812378534,0.0036136943210401461,0.028611152095831219,0.4301047095704591,0
truth,0.14818126947498475,0.021036090751177045,0.27415453736460171,0.35951684834872044,0
twenty,0.11603651823912613,0.015516209888300964,0.25684662244376405,0.34560173687691426,0
universal,0.14526128438006722,0.015871443670971933,0.13181027177138785,0.44942584698524823,0
various,0.15183934101272875,0.017503880321031378,0.14792774660484845,0.31834230020146487,0
vermont,0.2122122229521877,0.036825647692386367,0.23263986299095116,0.38354064230452278,0
voices,0.14393879669722107,0.02004573314824085,0.58508531274448528,0.49728528965921809,3
wife,0.17216102068270858,0.029480896144612249,0.22984865926988315,0.27433568230625233,0
william,0.096297689764189176,0.0076396624118045568,0.12101359502944366,0.16781013226168662,0
wisdom,0.34056068686795993,0.16668421399164837,0.41920357917637219,0.17418329765268775,0
work,0.06401071263027272,0.0055600646294187862,0.64613976013659813,0.75954425304106843,3
youth,0.15506573891088948,0.023684737729856267,0.37153026865352529,0.57349296424817675,2
zoning,0.20518956047674741,0.036387572135039736,0.55971765546384933,0.64322024169032921,2
11,0.19171543247848188,0.039154644680845979,0.33499755264479686,0.39283153373139157,0
1900,0.77372013686437502,0.64276224401520587,0.47900560114881341,0.062571289727784696,4
1980,0.58255835825356905,0.34385598736749901,0.51013465861013774,0.18013407029948189,4
2,0.13735262379399474,0.029058144637925946,0.45793959219646801,0.43439450248235345,0
21st,0.18244230237134756,0.027389555811215095,0.43417042701123404,0.72189712986123389,2
according,0.16945057230226226,0.038369456991316893,0.33227459976218193,0.28695611929686965,0
act,0.11404564618968288,0.011844740639410146,0.42828473594159816,0.64279185161773011,2
affairs,0.29803380934476514,0.13301018140242987,0.37852555493510365,0.15395829655805066,0
agreement,0.26050522356626721,0.061578487301877517,0.56001823085610059,0.53226699341943062,2
air,0.15363828571178922,0.021483995376591507,0.65237713947741438,0.56249481663250955,3
american,0.039997502151703786,0.0068176451529837903,0.38743369018587837,0.65377631023414096,2
approach,0.12743911335839644,0.012356449568600122,0.73698681693134116,0.50828449617069671,3
archaeology,0.10834231488830125,0.0058150940805683513,0.88417931910229841,0.50811386631508693,3
arts,0.13710973289365894,0.022560658394808912,0.33985106206666693,0.50113755953335803,2
assistance,0.26341571736113328,0.086010180948880924,0.57128825760147561,0.2328554063971004,0
atlantic,0.1887476860623743,0.054544568105307417,0.48901572511766589,0.34138606912653358,0
b,0.13230776834537489,0.020780361486565941,0.32878393584423588,0.39233623560934855,0
battle,0.15382693469089945,0.022893260549862949,0.35175540803275857,0.54590619189134881,2
bay,0.13779085458874141,0.028070946741683957,0.47871765301758434,0.52411942209237461,2
better,0.17413496056733579,0.033739596878220049,0.44058029476445887,0.49495369422843472,2
birds,0.086400758029488461,0.0083739439360573324,0.43767322909899864,0.77953806894728428,2
blood,0.063868548289091331,0.005787842609544778,0.66170055570764008,0.70971816808623989,3
books,0.08186458865527306,0.007997521253769832,0.19815368394653901,0.44916430661155593,0
brief,0.1133338764914477,0.0099396521188600904,0.10208329395465564,0.46649844826959586,0
business,0.060810668879943408,0.0024532798800544369,0.83194203359785246,0.66584239770816922,3
california,0.15005299654580315,0.045724937163253113,0.50238456009594801,0.35793880437933029,0
cancer,0.10698885065548391,0.0097941682152437749,0.75877594293577311,0.53817052985918856,3
case,0.13178530834719585,0.017850921294814154,0.23832011233064029,0.37613976154821344,0
centuries,0.062007472486758655,0.0059911898613382256,0.5517274557106544,0.70441807164924075,2
certain,0.18967420975543631,0.036652155368260698,0.26808913203713258,0.45913135593051807,0
change,0.12217629398844738,0.0069938789823637028,0.862063745963775,0.71678229756984557,3
chicago,0.29801491671976371,0.14880157893149848,0.48952573014736578,0.19414588945507349,0
commonwealth,0.24796528166886439,0.055141456324227296,0.29895869033930605,0.35704488459488248,0
composition,0.11125065201759354,0.010110779508981741,0.38846459371270653,0.73315160086545816,2
concise,0.20416679442924884,0.045085960827195792,0.30128682525201278,0.27881592866090787,0
conditions,0.13652996918022842,0.015960595126391929,0.58055742009845202,0.74402079139665855,2
congress,0.22365651541471046,0.061439512703230101,0.34688773613868362,0.25415072659283389,0
cook,0.090890517521834691,0.0074778268167985315,0.45178522296018619,0.89703756266859036,2
cooking,0.10093998719693167,0.0074493701743187047,0.74845844488671665,0.58555891234311008,3
courts,0.12734557275343322,0.020034375578670046,0.25104529360952871,0.39283385866939269,0
crime,0.072215065949653726,0.0051291920380704924,0.71320692748757908,0.66575090969297612,3
customs,0.20139372670587793,0.042985321617420878,0.29405493562136037,0.36373885252951466,0
declaration,0.20929288625839762,0.045746862565921295,0.30725228233524005,0.3710968778424879,0
developments,0.095479804314173203,0.0052867623687100837,0.76761357204138803,0.53680553850319435,3
dreams,0.1046530951608573,0.0085925291993661935,0.63738615419546085,0.82856576747866795,2
drug,0.14134997179621767,0.013017920929492003,0.80566769578642616,0.46616041796854818,3
earth,0.056874970064261787,0.009174383225136612,0.59558045421455796,0.4847368636139186,3
effects,0.17287739370553107,0.030969664012999158,0.34811292137511701,0.4874073328222604,0
elections,0.16954459207436118,0.031334200227853583,0.42180193781272091,0.57269735235431274,2
encyclopedia,0.17461454226237663,0.026987106449410304,0.72468903740019952,0.4347979010541963,3
energy,0.19237830447991378,0.032693420727979566,0.71957490668851143,0.49574089614017913,3
ethics,0.078877748449958748,0.0057164644370904559,0.73300362635979832,0.63632279536267311,3
experimental,0.14138568543114943,0.029276342918790228,0.4350016302122261,0.47958742978561258,2
faith,0.13005354081911624,0.017659531040553206,0.27650735804374049,0.41910528593499541,0
field,0.067716479423302445,0.010609901919034374,0.56477251199459622,0.55392449065569327,2
finance,0.072325952982772987,0.0091702421213382679,0.61719821258766716,0.47224364079610309,3
fish,0.29664336910863676,0.1568606359026937,0.4750422587578359,0.17274021733964368,0
folk,0.088585143775056358,0.0074708311076878793,0.64528764112065129,0.67896178815752029,3
forces,0.23018736715199292,0.069785933899272401,0.53459744758197925,0.3064618207161659,0
function,0.10105587723933146,0.0070118179658116078,0.78667728665784664,0.73177952251393019,3
gold,0.23001915339860243,0.067951018999020479,0.41333411889906102,0.35297054896222085,0
handbook,0.0,0.0032426659133293111,0.81748003475207198,0.73754098480777663,3
ii,0.095213553004574694,0.01066125116527844,0.67843400512411622,0.34653495442793436,3
images,0.16716612305512593,0.019863156602630074,0.73103212505997361,0.49684178631459669,3
immigration,0.15069591546113459,0.021933175724160578,0.6045322920846754,0.65052687220170802,3
index,0.037593858192116865,0.0045613264594269298,0.49964702707874753,0.88245192991983656,2
indiana,0.11690113895682139,0.017373811451725289,0.36013391193609012,0.50450895035947796,2
insurance,0.10918243299803546,0.0084757303682712684,0.56407677411488322,0.8750704196931639,2
intellectual,0.16586190136527637,0.023620956981246395,0.36482122322627114,0.72931109249693882,2
interpretation,0.071056790189783212,0.0067786038988075364,0.65763703662195239,0.7111053667957814,3
investigation,0.10482464394066093,0.010180619119683645,0.48163673955706632,0.76981298228310657,2
iron,0.16771256691648384,0.031599824195377699,0.39665763560002559,0.48935058562639411,0
israel,0.12072507736799921,0.011813909823885407,0.67970423990131923,0.64057217132911803,3
j,0.13791677414968664,0.015521737805600606,0.23550430755397708,0.51824474374696894,0
january,0.16847168246748404,0.038961904341354214,0.25396834644000715,0.18333503471619397,0
jersey,0.16459582458389002,0.026130341361434807,0.23068684508458293,0.41594711032471737,0
joint,0.21819293076014304,0.062971124630546799,0.38393752292074401,0.30459281428153195,0
july,0.21080853475128655,0.038903997671814496,0.22822781475911688,0.32160574187452134,0
korea,0.12106224821618133,0.010292209181021273,0.77929227378388,0.50600763229107248,3
language,0.081431209870965762,0.011485638391255177,0.33973962908397476,0.5518008230657897,2
law,0.027477973994122832,0.0071428697720429674,0.44513538634353456,0.63630002861999613,2
london,0.13002107667757529,0.014282871990024218,0.17985613196227701,0.27772459251741188,0
man,0.047751603180660428,0.007481668262736196,0.29093767755986755,0.6131627725550356,2
mathematical,0.091648487811940543,0.0077573107863821962,0.58505395152309225,0.72972588771230606,2
matters,0.14839972605566368,0.023424905308803971,0.45673635915106547,0.64418977632655949,2
methods,0.053949734506980082,0.0030400368879738324,0.77979455355596927,0.7744487962269716,3
mineral,0.099168852220827539,0.01492169372225033,0.47478451593507853,0.61048964050775323,2
mining,0.12809502202250106,0.015839016868645847,0.44106471378540396,0.74902224779168258,2
municipal,0.09889923189483775,0.008359542431607558,0.52867705168590795,0.78612424121107238,2
myth,0.10491299157275916,0.0057407128481887929,0.87864522230129705,0.52522454318674672,3
narrative,0.14007137222283531,0.012635271322707434,0.14080837710091479,0.46318446765570737,0
near,0.14201420815673141,0.021917158248790255,0.31732096411371746,0.46563872468773693,0
nineteenth,0.18377434862961664,0.049941950051524242,0.47907616392782371,0.37204505485839184,0
oil,0.077457478099234853,0.0038476637637700258,0.79214491629650008,0.71619452549489959,3
oration,0.26459583865418357,0.068904223721082639,0.29512612885117373,0.22279237955840328,0
outline,0.086645614921013983,0.0060020457464849773,0.46470605056012437,0.92899835699118605,2
paul,0.1063763297682539,0.010665106239726647,0.27153479181943974,0.57481278483030995,2
personal,0.11672962840351363,0.020958676265146491,0.41882804303152371,0.48736359731306333,2
plain,0.18736055044702801,0.031162040725895058,0.23713953630111659,0.27727562692275709,0
plans,0.12913984114860669,0.016240395770657792,0.55052234252521803,0.6064122749344476,2
plants,0.037754699685377653,0.0055026821118732581,0.53766894048809688,0.84853358736602691,2
policies,0.087436808357234594,0.0020568766277127707,0.97069224898525264,0.63233884497246784,3
pollution,0.21819260313851185,0.052056226044345455,0.62128607373858802,0.29377011773349149,0
post,0.48182253880506487,0.26009475983850039,0.47820838918217118,0.19344058492906643,4
prevention,0.18866439551387704,0.056018635055709434,0.44988393862642356,0.32237449190530282,0
primary,0.11320167213619337,0.014281143285886314,0.43154396226259145,0.70056676647844274,2
procedures,0.14214475789495859,0.015217859690623387,0.72343137843704375,0.5224761640874207,3
protestant,0.18573757523625567,0.028958151917946085,0.20365136899763317,0.37519270071304628,0
province,0.12793471785581681,0.01723662829897845,0.36068605900704032,0.56340578455003154,2
queen,0.65843384705625208,0.52017822430637894,0.41370117125743167,0.053328267807371363,4
r,0.11159683671563948,0.016876727296559146,0.37363066118094895,0.49287121815032786,2
records,0.10186123342787474,0.012157332802143105,0.46685345228642089,0.74553819858801706,2
renaissance,0.06853876670417515,0.0022718304925378376,0.86819713038310153,0.58414089189322149,3
return,0.14997526597007713,0.027972884796995452,0.45139051950415826,0.52765397264483904,2
review,0.14370919867227008,0.02486887534425317,0.37241464066030372,0.51138139436727759,2
road,0.14362455552621611,0.02851574344250174,0.43190031369553533,0.46083036598461152,0
rural,0.072018678303783445,0.0050337559403751562,0.69633044065175576,0.74115938702991924,3
scotland,0.18172403816460603,0.034137815795622709,0.24101360009552311,0.27707128780663748,0
search,0.098060197421305256,0.014655744554674719,0.57535184839674192,0.43770736663784965,3
secret,0.093471282197008829,0.0099089676118744204,0.42673799003761442,0.76652899072523939,2
security,0.1405136472337897,0.015353094266400729,0.76366932469610405,0.53751008503185971,3
shadow,0.092514546592968691,0.0073971289116489354,0.72181916313874095,0.71256919919417783,3
shakespeare,0.1450644480017004,0.017776629197940597,0.43011058694029047,0.73302867243528613,2
since,0.11865567497365574,0.022736151448675832,0.49637951465421959,0.56822690525419217,2
six,0.17221204118671396,0.032631779162965606,0.28851041766461705,0.42937311978564263,0
sociology,0.12939218758909518,0.014086264621143948,0.75683360057031979,0.52471936755495752,3
son,0.19389403058435017,0.037057741162774153,0.2642127059178111,0.32538688904415336,0
southeast,0.1239564180067112,0.0081331866108838788,0.8573757709061498,0.63215734332497586,3
structures,0.10185576490072869,0.0068627890922647906,0.77106842855758617,0.40056957340522065,3
students,0.081450601371032438,0.0067975832059679357,0.43779805484174439,0.89255872576738782,2
teacher,0.10750739562377021,0.012582837667679595,0.54704816054297067,0.72290671978279819,2
territory,0.22010439556035349,0.044768023639426377,0.27547896458443971,0.32669042123863717,0
thinking,0.12385686632393157,0.015527323855372633,0.70332834397241617,0.28598758568020932,3
upper,0.16644870269052622,0.033902355759847999,0.38653003250000878,0.40768557067280037,0
urban,0.14739888027326575,0.015172295053758134,0.77774685170088187,0.62053633337673675,3
vision,0.12487377762011546,0.020520527187400793,0.51676546072086738,0.49673312480848575,2
visual,0.12266323673384776,0.0098801777751370487,0.83919355255920858,0.47385008745800039,3
voice,0.22658418754610946,0.079565315103740944,0.4203407760952329,0.25748073134937072,0
washington,0.73162190864118515,0.62498133798920841,0.4102315872265806,0.0289541196158416,4
waste,0.14924387850927673,0.024584796769693426,0.58599149361572511,0.50552628939601441,3
western,0.10219268661007462,0.015911153178305482,0.42135464451064575,0.46922232062156549,2
woman,0.12787716863221427,0.015595849690156234,0.41797384253509473,0.71656240686223305,2
works,0.1210611491254049,0.018851881009930429,0.23385803015128495,0.17325685026985266,0
world,0.090788731767061356,0.015812579396867216,0.66400215275575847,0.19617703036666906,3
1,0.083319929440904467,0.0072773410791641827,0.46512198632827839,0.70838659240493251,2
10,0.12512688298925617,0.019910594570730925,0.3874165624275509,0.47377501534480304,2
1800,1.0,1.0,0.4449183998018143,0.02216095854440869,4
1918,0.66501957667343814,0.44623234279215213,0.47616899358173626,0.1345179050338384,4
1965,0.73902333198458181,0.57186123519061105,0.48517797592857426,0.08031069692171372,4
1990,0.62121055509055179,0.40587749589220579,0.50660508418383188,0.11600548794387229,4
9,0.16530606603344697,0.031648126799225129,0.38239426792834286,0.40859846088844254,0
agricultural,0.16979163389838764,0.03096176123741293,0.43292025769924231,0.61773048308953427,2
agriculture,0.19472162260209994,0.047022455704463832,0.372430310322869,0.34478508807709579,0
aids,0.18509492189713944,0.029210895790539662,0.65168875619389977,0.58778329948551988,3
almanac,0.24447811727443786,0.044927230825604438,0.26301313667716997,0.55216055522142826,0
annual,0.19311581277651005,0.041058596233003182,0.32524627860681032,0.4727618425872317,0
arms,0.11643762841986487,0.018819293258791833,0.55389099120885199,0.46821099360413282,3
association,0.19139966103640918,0.033941993535661831,0.21394529547083588,0.31772323092764099,0
back,0.077211296821020278,0.0047387155910615809,0.73510937237641683,0.62313553774348296,3
basin,0.12342369382880518,0.013467246656788499,0.75087849444505173,0.53224063858973392,3
beyond,0.17238310895829914,0.022409147507615596,0.75997061875375971,0.46798909006120232,3
bill,0.23877112738729925,0.052224686483122722,0.26550245100995795,0.34838397260600318,0
bulletin,0.47544484941371085,0.28502597238625554,0.52779904876220829,0.10615133511153103,4
catalogue,0.071493910476926173,0.006471191713941715,0.19610660835064181,0.35881016562417922,0
character,0.12413317059354358,0.010739101563948784,0.098788568787260667,0.39197162183945133,0
children,0.17137664696279481,0.028378250565803009,0.33957749485643718,0.48362994032652512,0
christian,0.11307042458485102,0.0084715190246499074,0.068518933388354519,0.33260032495415226,0
church,0.071730344169157259,0.0038405079937215022,0.10609717674988525,0.13809625089752772,0
claims,0.26648832941832584,0.07519611880450125,0.3002252109503793,0.22367378776914254,0
